"filename", "language", "JSON", "JavaScript", "TypeScript", "TypeScript JSX", "XML", "JSON with Comments", "Markdown", "Properties", "CSS", "comment", "blank", "total"
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_(protected)_onBoarding_page_tsx_26dbb2e0._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_(protected)_onBoarding_page_tsx_6fea329b._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_(protected)_onBoarding_page_tsx_7f748c8d._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_(protected)_onBoarding_page_tsx_8825aeb9._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_(protected)_page_tsx_2455a63f._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_96f4547e._.js", "JavaScript", 0, 470, 0, 0, 0, 0, 0, 0, 0, 3, 4, 477
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_bacaf7c8._.js", "JavaScript", 0, 539, 0, 0, 0, 0, 0, 0, 0, 3, 4, 546
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_favicon_ico_mjs_659ce808._.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_globals_css_f9ee138c._.single.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 13783, 2, 2420, 16205
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_layout_tsx_c0237562._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_page_tsx_32043d71._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_page_tsx_4cd92969._.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_page_tsx_8221feda._.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 1, 3, 52
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_page_tsx_9d3db7aa._.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_page_tsx_b2f3bef0._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_sign-up_page_tsx_32043d71._.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_test_page_tsx_32043d71._.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\app_test_page_tsx_7b89f4e4._.js", "JavaScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 1, 3, 66
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_026461f9._.js", "JavaScript", 0, 4474, 0, 0, 0, 0, 0, 0, 0, 240, 47, 4761
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_0a11581d._.js", "JavaScript", 0, 4114, 0, 0, 0, 0, 0, 0, 0, 198, 33, 4345
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_19641563._.js", "JavaScript", 0, 4161, 0, 0, 0, 0, 0, 0, 0, 206, 32, 4399
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_1c7f27a8._.js", "JavaScript", 0, 31249, 0, 0, 0, 0, 0, 0, 0, 11916, 278, 43443
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_2f44713b._.js", "JavaScript", 0, 4213, 0, 0, 0, 0, 0, 0, 0, 216, 39, 4468
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_365c5a7d._.js", "JavaScript", 0, 2946, 0, 0, 0, 0, 0, 0, 0, 54, 25, 3025
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_3bfdc6a4._.js", "JavaScript", 0, 531, 0, 0, 0, 0, 0, 0, 0, 60, 9, 600
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_3ca80561._.js", "JavaScript", 0, 5222, 0, 0, 0, 0, 0, 0, 0, 596, 59, 5877
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_461a30df._.js", "JavaScript", 0, 4114, 0, 0, 0, 0, 0, 0, 0, 198, 33, 4345
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_46500b79._.js", "JavaScript", 0, 3396, 0, 0, 0, 0, 0, 0, 0, 138, 28, 3562
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_50dddb21._.js", "JavaScript", 0, 15767, 0, 0, 0, 0, 0, 0, 0, 4188, 133, 20088
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_58bfe852._.js", "JavaScript", 0, 4132, 0, 0, 0, 0, 0, 0, 0, 204, 32, 4368
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_59b2fab2._.js", "JavaScript", 0, 4505, 0, 0, 0, 0, 0, 0, 0, 246, 49, 4800
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_5c44c76c._.js", "JavaScript", 0, 4779, 0, 0, 0, 0, 0, 0, 0, 282, 61, 5122
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_6fd5280a._.js", "JavaScript", 0, 4177, 0, 0, 0, 0, 0, 0, 0, 198, 33, 4408
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_72e2bd28._.js", "JavaScript", 0, 4708, 0, 0, 0, 0, 0, 0, 0, 276, 59, 5043
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_7c23cf18._.js", "JavaScript", 0, 4886, 0, 0, 0, 0, 0, 0, 0, 306, 65, 5257
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_84b9c392._.js", "JavaScript", 0, 4743, 0, 0, 0, 0, 0, 0, 0, 282, 61, 5086
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_958731e7._.js", "JavaScript", 0, 4166, 0, 0, 0, 0, 0, 0, 0, 206, 33, 4405
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@floating-ui_react_dist_c1a64d8e._.js", "JavaScript", 0, 5611, 0, 0, 0, 0, 0, 0, 0, 401, 4, 6016
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@popperjs_core_lib_229f7621._.js", "JavaScript", 0, 2206, 0, 0, 0, 0, 0, 0, 0, 60, 56, 2322
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@protobuf-ts_runtime_build_es2015_cc5371aa._.js", "JavaScript", 0, 2315, 0, 0, 0, 0, 0, 0, 0, 542, 26, 2883
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@react-aria_48ace210._.js", "JavaScript", 0, 1701, 0, 0, 0, 0, 0, 0, 0, 347, 18, 2066
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@stream-io_video-client_dist_index_browser_es_2cabe3d0.js", "JavaScript", 0, 11127, 0, 0, 0, 0, 0, 0, 0, 3071, 4, 14202
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@stream-io_video-react-sdk_dist_css_styles_73dab3bd.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 2395, 2, 435, 2832
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@stream-io_video-react-sdk_dist_index_es_ebec999d.js", "JavaScript", 0, 5214, 0, 0, 0, 0, 0, 0, 0, 159, 3, 5376
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@stream-io_video-react-sdk_dist_latency-chart-Bj5OSYzg_es_347e7e52.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@stream-io_video-react-sdk_dist_latency-chart-Bj5OSYzg_es_87513005.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_@swc_helpers_cjs_00636ac3._.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 1, 7, 90
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_a51498a5._.js", "JavaScript", 0, 1309, 0, 0, 0, 0, 0, 0, 0, 25, 13, 1347
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_axios_lib_99999129._.js", "JavaScript", 0, 3030, 0, 0, 0, 0, 0, 0, 0, 575, 51, 3656
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_bca49b04._.js", "JavaScript", 0, 4161, 0, 0, 0, 0, 0, 0, 0, 206, 32, 4399
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_c65d37ac._.js", "JavaScript", 0, 5414, 0, 0, 0, 0, 0, 0, 0, 626, 66, 6106
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_ca831690._.js", "JavaScript", 0, 4127, 0, 0, 0, 0, 0, 0, 0, 204, 31, 4362
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_df9f4b36._.js", "JavaScript", 0, 4681, 0, 0, 0, 0, 0, 0, 0, 270, 57, 5008
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_e011089c._.js", "JavaScript", 0, 6594, 0, 0, 0, 0, 0, 0, 0, 632, 71, 7297
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_e1327cc3._.js", "JavaScript", 0, 4681, 0, 0, 0, 0, 0, 0, 0, 270, 57, 5008
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_e49c0a36._.js", "JavaScript", 0, 14848, 0, 0, 0, 0, 0, 0, 0, 494, 7, 15349
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_e7acc944._.js", "JavaScript", 0, 4269, 0, 0, 0, 0, 0, 0, 0, 210, 37, 4516
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_e89a9bc2._.js", "JavaScript", 0, 14486, 0, 0, 0, 0, 0, 0, 0, 1146, 77, 15709
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_e8c8b0da._.js", "JavaScript", 0, 4403, 0, 0, 0, 0, 0, 0, 0, 234, 45, 4682
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_e8d4a8df._.js", "JavaScript", 0, 3362, 0, 0, 0, 0, 0, 0, 0, 136, 27, 3525
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_ea554554._.js", "JavaScript", 0, 5414, 0, 0, 0, 0, 0, 0, 0, 626, 66, 6106
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_ee75faa7._.js", "JavaScript", 0, 5227, 0, 0, 0, 0, 0, 0, 0, 596, 60, 5883
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_fae38df6._.js", "JavaScript", 0, 4779, 0, 0, 0, 0, 0, 0, 0, 288, 63, 5130
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_i18next_dist_esm_i18next_7cc58d9c.js", "JavaScript", 0, 3270, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3274
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_micromark-core-commonmark_dev_lib_36a4b45d._.js", "JavaScript", 0, 2852, 0, 0, 0, 0, 0, 0, 0, 2285, 24, 5161
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_next_dist_1a6ee436._.js", "JavaScript", 0, 2019, 0, 0, 0, 0, 0, 0, 0, 302, 25, 2346
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_next_dist_2ecbf5fa._.js", "JavaScript", 0, 2115, 0, 0, 0, 0, 0, 0, 0, 157, 44, 2316
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_next_dist_build_polyfills_polyfill-nomodule.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_next_dist_client_8f19e6fb._.js", "JavaScript", 0, 17386, 0, 0, 0, 0, 0, 0, 0, 1605, 201, 19192
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_next_dist_compiled_2ce9398a._.js", "JavaScript", 0, 18534, 0, 0, 0, 0, 0, 0, 0, 206, 23, 18763
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_next_dist_ea69acce._.js", "JavaScript", 0, 3074, 0, 0, 0, 0, 0, 0, 0, 108, 17, 3199
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_react-dom_82bb97c6._.js", "JavaScript", 0, 14143, 0, 0, 0, 0, 0, 0, 0, 38, 6, 14187
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_react-dom_cjs_react-dom_development_ab7e073c.js", "JavaScript", 0, 21152, 0, 0, 0, 0, 0, 0, 0, 3930, 3, 25085
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_react-dom_f14d0471._.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 11, 4, 69
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_react-player_lib_95b7b3d9._.js", "JavaScript", 0, 6479, 0, 0, 0, 0, 0, 0, 0, 37, 22, 6538
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_react-virtuoso_dist_index_m_f33d5c6a.js", "JavaScript", 0, 2292, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2297
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_react_b2385d85._.js", "JavaScript", 0, 2713, 0, 0, 0, 0, 0, 0, 0, 645, 6, 3364
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_rxjs_dist_esm5_internal_ead6f4c2._.js", "JavaScript", 0, 3002, 0, 0, 0, 0, 0, 0, 0, 9, 77, 3088
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat-react_dist_2e564a6a._.js", "JavaScript", 0, 723, 0, 0, 0, 0, 0, 0, 0, 13, 26, 762
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat-react_dist_components_MessageInput_3cee5fe7._.js", "JavaScript", 0, 1933, 0, 0, 0, 0, 0, 0, 0, 25, 30, 1988
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat-react_dist_components_MessageList_b69fc776._.js", "JavaScript", 0, 2086, 0, 0, 0, 0, 0, 0, 0, 54, 30, 2170
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat-react_dist_components_Message_e7fb8125._.js", "JavaScript", 0, 2370, 0, 0, 0, 0, 0, 0, 0, 46, 42, 2458
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat-react_dist_components_Poll_0ee1ef5c._.js", "JavaScript", 0, 1491, 0, 0, 0, 0, 0, 0, 0, 1, 29, 1521
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat-react_dist_components_d3d3bda2._.js", "JavaScript", 0, 9469, 0, 0, 0, 0, 0, 0, 0, 182, 130, 9781
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat-react_dist_i18n_444a70b2._.js", "JavaScript", 0, 729, 0, 0, 0, 0, 0, 0, 0, 198, 28, 955
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_stream-chat_dist_esm_index_7dbda111.js", "JavaScript", 0, 15219, 0, 0, 0, 0, 0, 0, 0, 2287, 3, 17509
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\node_modules_webrtc-adapter_src_js_4b238dc5._.js", "JavaScript", 0, 2301, 0, 0, 0, 0, 0, 0, 0, 238, 19, 2558
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages\_app.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages\_error.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages__app_52204959._.js", "JavaScript", 0, 1367, 0, 0, 0, 0, 0, 0, 0, 314, 3, 1684
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages__app_5771e187._.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages__app_9114105e._.js", "JavaScript", 0, 1367, 0, 0, 0, 0, 0, 0, 0, 314, 3, 1684
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages__error_5771e187._.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages__error_c260eb72._.js", "JavaScript", 0, 1367, 0, 0, 0, 0, 0, 0, 0, 314, 3, 1684
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\chunks\pages__error_ec6747c0._.js", "JavaScript", 0, 1367, 0, 0, 0, 0, 0, 0, 0, 314, 3, 1684
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\development\_buildManifest.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\development\_clientMiddlewareManifest.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\development\_ssgManifest.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\static\media\stream-chat-icons.76348edb.svg", "XML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 20, 51
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\transform.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 14, 37
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(auth)\sign-in\page.tsx", "TypeScript JSX", 0, 0, 0, 240, 0, 0, 0, 0, 0, 50, 28, 318
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(auth)\sign-up\page.tsx", "TypeScript JSX", 0, 0, 0, 278, 0, 0, 0, 0, 0, 15, 26, 319
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\(dashBoard)\friends\add\page.tsx", "TypeScript JSX", 0, 0, 0, 368, 0, 0, 0, 0, 0, 29, 58, 455
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\(dashBoard)\friends\page.tsx", "TypeScript JSX", 0, 0, 0, 310, 0, 0, 0, 0, 0, 11, 29, 350
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\(dashBoard)\layout.tsx", "TypeScript JSX", 0, 0, 0, 34, 0, 0, 0, 0, 0, 5, 7, 46
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\(dashBoard)\notifications\page.tsx", "TypeScript JSX", 0, 0, 0, 161, 0, 0, 0, 0, 0, 4, 12, 177
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\(dashBoard)\page.tsx", "TypeScript JSX", 0, 0, 0, 120, 0, 0, 0, 0, 0, 7, 16, 143
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\(dashBoard)\profile\page.tsx", "TypeScript JSX", 0, 0, 0, 135, 0, 0, 0, 0, 0, 8, 15, 158
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\call\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 179, 0, 0, 0, 0, 0, 10, 27, 216
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\chat\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 137, 0, 0, 0, 0, 0, 10, 27, 174
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\chat\layout.tsx", "TypeScript JSX", 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 4, 22
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\layout.tsx", "TypeScript JSX", 0, 0, 0, 42, 0, 0, 0, 0, 0, 16, 13, 71
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\(protected)\onBoarding\page.tsx", "TypeScript JSX", 0, 0, 0, 232, 0, 0, 0, 0, 0, 13, 22, 267
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\api\auth\[...nextauth]\route.ts", "TypeScript", 0, 0, 145, 0, 0, 0, 0, 0, 0, 3, 17, 165
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\globals.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 61, 8, 13, 82
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 45
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ToasterProvider.tsx", "TypeScript JSX", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\Avatar.tsx", "TypeScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 4, 11, 78
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\CallButton.tsx", "TypeScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\ChatLoader.tsx", "TypeScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\FilterDropDown.tsx", "TypeScript JSX", 0, 0, 0, 108, 0, 0, 0, 0, 0, 3, 12, 123
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\FriendCard.tsx", "TypeScript JSX", 0, 0, 0, 70, 0, 0, 0, 0, 0, 4, 10, 84
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\NavBar.tsx", "TypeScript JSX", 0, 0, 0, 69, 0, 0, 0, 0, 0, 7, 11, 87
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\NoFriendFound.tsx", "TypeScript JSX", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\NoNotificationFound.tsx", "TypeScript JSX", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\components\ui\NotificationBell.tsx", "TypeScript JSX", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 26
